is_male,is_loyal_customer,age,is_business_travel,flight distance,inflight wifi service,departure/arrival time convenient,ease of online booking,gate location,food and drink,online boarding,seat comfort,inflight entertainment,on-board service,leg room service,baggage handling,checkin service,inflight service,cleanliness,departure delay in minutes,arrival delay in minutes,class = Business,class = Eco,class = Eco Plus
0,1,36,1,1096,2,5,5,5,2,2,2,2,3,2,2,2,3,2,0,29.0,0,1,0
0,1,67,0,798,1,2,1,4,4,3,3,2,2,1,2,1,2,2,0,0.0,0,1,0
1,1,56,1,109,4,4,4,4,4,5,5,5,5,5,4,4,5,4,0,17.0,1,0,0
0,1,25,1,1853,3,5,5,5,3,3,3,3,2,2,4,4,3,3,13,15.0,1,0,0
1,0,25,1,302,3,0,3,1,3,3,3,3,5,2,5,3,5,3,0,0.0,1,0,0
1,0,23,1,304,1,0,1,3,3,1,3,3,3,1,5,2,2,3,0,0.0,0,0,1
0,1,53,0,954,3,3,3,3,4,4,4,3,3,3,3,3,3,3,0,0.0,0,1,0
1,1,55,1,2253,4,4,4,4,4,3,4,4,4,5,4,4,4,4,3,0.0,1,0,0
0,0,27,1,651,2,3,2,4,5,2,5,5,1,3,3,2,4,5,10,7.0,0,1,0
0,1,41,1,2213,4,5,5,5,4,4,3,4,4,4,4,1,4,1,1,0.0,1,0,0
0,1,37,1,2943,1,1,1,1,2,5,4,5,5,5,5,3,5,4,0,0.0,1,0,0
0,1,25,1,308,1,4,4,4,1,1,3,1,1,3,3,3,4,1,0,13.0,0,1,0
0,0,24,1,247,3,4,4,4,1,4,1,1,5,2,5,2,1,1,0,2.0,0,1,0
1,1,47,1,1606,5,5,5,5,2,3,2,4,4,4,4,5,4,5,0,0.0,1,0,0
0,1,35,1,395,4,4,4,4,4,5,4,4,4,5,4,3,4,5,0,0.0,1,0,0
1,0,30,1,383,2,0,2,3,5,2,5,5,3,2,1,1,1,5,0,0.0,0,1,0
0,1,44,0,328,1,5,1,3,2,2,5,2,2,1,2,2,2,1,0,0.0,0,1,0
0,1,58,1,725,1,1,2,1,4,4,5,5,5,5,5,5,5,4,88,76.0,1,0,0
1,1,43,1,214,5,5,5,5,2,5,5,5,5,5,5,4,5,3,33,23.0,1,0,0
0,1,47,1,3184,2,1,1,1,1,3,3,2,2,2,2,1,2,3,34,49.0,1,0,0
1,0,19,1,196,4,2,4,4,2,4,2,2,4,5,3,3,4,2,21,10.0,0,0,1
1,1,47,1,337,5,1,4,4,5,5,5,5,4,2,3,4,4,5,0,0.0,0,1,0
0,1,7,0,369,2,4,2,2,3,2,3,3,5,3,1,1,1,3,0,0.0,0,1,0
0,0,25,1,692,2,2,2,4,5,2,5,5,4,1,5,1,4,5,0,0.0,0,1,0
1,1,24,1,2039,1,2,4,2,1,1,1,1,4,1,4,3,4,1,0,0.0,1,0,0
0,1,35,0,1197,3,4,3,2,4,3,4,4,5,3,2,3,5,4,0,0.0,0,1,0
0,1,58,1,666,3,5,1,1,1,4,4,3,3,3,3,1,3,2,0,0.0,1,0,0
0,1,31,1,2467,1,1,1,1,4,4,4,4,5,4,1,1,2,4,0,21.0,1,0,0
0,1,58,1,589,3,3,3,3,1,5,1,4,4,3,4,3,4,1,0,4.0,0,1,0
0,1,25,1,303,4,2,2,2,4,4,4,5,2,5,3,4,5,4,194,186.0,0,1,0
0,1,54,0,438,2,4,4,2,4,5,4,4,4,4,4,3,4,5,11,5.0,0,1,0
0,1,52,1,1399,3,4,4,4,1,3,4,3,3,3,3,4,3,4,0,8.0,1,0,0
1,0,25,1,1422,3,3,3,2,4,3,4,4,2,1,3,1,2,4,0,40.0,0,1,0
1,1,58,1,854,5,2,2,2,5,5,5,5,2,3,2,1,3,5,1,0.0,0,0,1
1,1,46,1,1075,1,4,4,4,5,3,3,1,1,1,1,1,1,3,0,6.0,1,0,0
0,1,52,1,2399,4,4,4,4,5,5,4,4,4,4,4,5,4,4,0,0.0,1,0,0
1,1,39,1,1784,2,2,2,2,2,4,5,4,4,4,4,3,4,3,0,0.0,1,0,0
1,1,24,1,1573,1,3,4,3,1,2,1,1,2,5,3,2,3,1,0,0.0,1,0,0
0,0,22,1,130,2,4,2,3,2,2,1,2,3,4,3,2,4,2,5,1.0,0,1,0
0,1,60,0,1105,1,4,1,3,5,3,1,2,2,1,2,4,2,3,20,0.0,0,1,0
1,1,39,1,102,0,5,0,1,2,2,5,5,5,5,5,1,5,3,6,4.0,1,0,0
1,1,36,0,756,2,4,3,1,1,3,1,1,5,2,5,5,4,1,92,91.0,0,1,0
0,1,25,0,1303,3,5,3,1,2,3,2,2,3,2,3,5,5,2,0,0.0,0,1,0
1,1,53,1,1411,5,5,5,5,4,5,5,5,5,5,5,3,5,3,61,39.0,1,0,0
1,1,44,0,308,2,4,2,3,3,2,1,3,3,3,5,3,5,3,6,0.0,0,1,0
0,1,40,0,680,4,4,4,3,3,4,3,3,4,3,4,4,5,3,0,0.0,0,1,0
0,0,25,1,731,5,2,5,1,5,5,5,5,3,4,4,4,4,5,0,0.0,1,0,0
1,1,53,1,372,4,2,2,2,4,4,4,4,2,3,2,2,4,4,12,3.0,0,1,0
1,1,43,1,3072,4,4,4,4,4,2,2,5,5,5,5,5,5,5,71,67.0,1,0,0
1,1,53,1,129,5,1,1,1,4,5,4,4,4,3,4,2,1,4,0,0.0,0,1,0
1,1,40,1,573,2,4,4,4,2,3,2,2,2,1,4,2,4,2,0,0.0,0,0,1
0,1,52,1,1562,1,1,2,1,4,5,4,4,4,4,4,3,4,5,2,0.0,1,0,0
1,1,36,1,2612,4,4,4,4,1,5,2,5,5,5,5,1,5,1,16,42.0,1,0,0
1,1,66,1,940,5,1,5,5,2,4,3,5,5,5,5,2,5,1,2,0.0,1,0,0
1,1,17,0,809,3,3,3,3,4,3,5,4,3,2,3,4,2,4,21,6.0,0,1,0
0,1,48,1,1972,3,3,3,3,4,5,4,5,5,5,5,5,5,4,0,8.0,1,0,0
0,1,46,0,671,3,3,2,4,5,4,4,3,3,2,3,4,3,3,18,11.0,0,0,1
1,0,31,1,1609,1,0,0,4,5,0,5,5,5,3,3,4,4,5,39,3.0,1,0,0
1,1,59,1,134,0,4,0,3,2,4,5,3,3,3,3,4,3,4,0,0.0,1,0,0
1,1,38,1,108,2,5,5,5,2,1,2,2,3,3,4,2,3,2,0,7.0,0,1,0
0,1,51,1,1428,4,4,3,4,3,1,4,4,4,4,4,4,4,5,0,0.0,0,1,0
1,1,53,1,1552,3,3,3,3,3,5,1,4,4,5,4,3,4,2,8,3.0,1,0,0
1,1,41,1,446,4,4,4,4,4,4,5,4,4,4,4,4,4,3,0,0.0,1,0,0
1,1,44,1,2497,0,4,0,2,4,5,4,1,1,1,1,3,1,5,0,0.0,1,0,0
0,1,40,1,3293,4,4,4,4,4,5,4,4,4,4,5,4,4,5,0,0.0,1,0,0
0,1,57,1,1464,1,1,1,1,2,4,5,4,4,4,4,5,4,3,0,0.0,1,0,0
0,1,20,0,632,1,3,2,1,3,2,3,3,5,2,5,4,4,3,1,0.0,0,1,0
1,1,55,1,859,1,5,5,5,1,1,1,1,2,4,3,2,3,1,0,0.0,0,1,0
0,1,38,0,671,3,5,3,1,1,3,1,1,3,5,4,5,4,1,43,36.0,0,1,0
0,1,44,1,1166,3,3,3,3,2,4,5,4,4,4,4,5,4,4,5,27.0,1,0,0
1,1,39,1,1179,4,3,3,3,4,4,4,4,2,1,5,3,2,4,6,0.0,0,1,0
1,0,18,1,611,4,1,4,4,1,4,1,1,4,2,5,4,4,1,15,8.0,0,1,0
1,1,22,0,1011,2,4,2,3,2,2,5,2,1,5,3,3,4,2,12,17.0,0,1,0
0,0,15,1,1097,1,0,0,4,2,0,5,2,1,1,3,1,4,2,7,0.0,0,1,0
0,1,33,1,1237,2,1,1,1,2,2,2,2,3,2,3,2,3,2,0,1.0,0,1,0
1,1,57,1,491,4,4,4,4,3,4,4,3,3,3,3,5,3,3,4,2.0,1,0,0
0,1,10,0,270,2,1,2,3,1,2,1,1,4,4,3,4,2,1,20,12.0,0,1,0
0,1,45,1,356,5,5,5,5,2,3,1,2,2,2,2,2,2,1,0,0.0,1,0,0
1,0,27,1,236,2,2,2,1,4,2,3,4,4,4,4,3,4,4,7,6.0,1,0,0
1,1,25,1,2202,4,4,4,4,5,5,5,5,3,4,2,2,2,5,0,0.0,1,0,0
1,1,27,0,580,3,4,3,3,2,3,2,2,4,4,4,3,5,2,6,4.0,0,1,0
0,0,27,1,253,2,4,1,3,3,1,3,3,2,5,3,2,3,3,0,0.0,0,1,0
1,0,32,1,290,1,1,1,4,2,1,2,2,5,4,5,3,4,2,0,0.0,1,0,0
0,1,60,1,1508,3,1,1,1,2,2,2,3,3,3,3,2,3,2,15,15.0,1,0,0
0,1,52,0,247,4,4,0,2,5,4,4,5,5,0,5,3,5,3,0,0.0,0,1,0
1,1,44,1,391,3,4,4,4,3,3,3,3,2,5,2,2,4,3,6,0.0,0,1,0
1,1,37,0,192,2,5,2,4,2,2,2,2,5,5,4,5,4,2,19,18.0,0,1,0
0,0,23,1,337,1,1,1,1,4,1,4,4,3,3,2,2,2,4,0,0.0,0,1,0
1,1,9,0,224,3,3,3,4,3,3,3,3,2,5,4,3,4,3,1,22.0,0,1,0
1,1,30,1,717,3,5,5,5,3,3,3,3,1,4,4,1,4,3,0,0.0,1,0,0
1,1,65,0,1598,2,5,2,4,4,4,4,2,2,2,2,3,2,3,0,0.0,1,0,0
0,1,13,0,306,2,5,2,1,5,2,5,5,5,2,5,4,5,5,0,6.0,0,1,0
1,1,42,1,649,5,5,5,5,4,5,4,3,3,4,3,4,3,5,6,10.0,1,0,0
0,1,22,1,2123,1,1,1,1,1,1,1,1,2,5,3,1,3,1,46,51.0,1,0,0
0,1,33,0,746,4,3,4,3,1,4,1,1,4,4,4,3,3,1,0,17.0,0,1,0
1,1,26,0,280,3,5,3,2,5,3,5,5,4,4,5,4,5,5,0,0.0,0,1,0
1,0,39,1,236,1,1,1,4,4,1,4,4,5,3,5,5,5,4,63,60.0,1,0,0
1,1,26,1,2651,3,3,3,3,3,3,3,3,4,2,5,5,5,3,0,3.0,1,0,0
0,0,33,1,364,4,4,4,4,1,4,1,1,5,5,5,3,5,1,0,11.0,1,0,0
1,1,41,0,197,3,4,0,3,5,0,5,5,4,3,4,3,4,5,64,65.0,0,0,1
1,1,19,0,1085,4,4,4,1,4,4,4,4,4,4,5,3,5,4,1,12.0,0,1,0
1,1,60,1,2615,4,1,1,1,4,4,4,4,1,2,4,2,3,4,0,0.0,0,1,0
0,1,54,0,697,3,4,3,2,3,3,1,4,4,3,4,2,4,3,17,6.0,0,0,1
0,0,27,1,328,2,0,2,3,4,2,4,4,1,5,3,4,3,4,0,0.0,0,1,0
1,1,33,0,204,2,1,2,1,2,2,2,2,2,1,1,2,1,2,0,0.0,0,0,1
0,1,20,0,861,2,5,2,2,2,2,2,2,5,5,5,4,4,2,27,13.0,0,1,0
0,1,44,1,1585,0,4,0,1,2,4,5,4,4,4,4,3,4,4,35,31.0,1,0,0
0,1,26,0,1250,4,5,3,2,1,3,1,1,5,3,4,3,5,1,0,0.0,0,1,0
0,1,77,1,255,2,2,1,2,2,3,3,2,2,2,2,1,2,4,0,0.0,0,1,0
0,1,34,0,725,4,4,4,2,5,4,2,5,2,4,1,4,1,5,0,9.0,0,1,0
0,0,35,0,1797,5,4,5,3,2,5,2,2,4,5,4,4,3,2,9,0.0,0,1,0
1,1,41,1,959,3,1,3,3,5,3,4,4,4,5,4,1,4,5,0,3.0,1,0,0
1,0,36,1,859,2,2,2,2,1,2,5,1,2,2,5,5,3,1,0,0.0,0,1,0
1,1,48,1,3717,1,1,3,1,5,4,5,5,5,5,5,4,5,5,0,0.0,1,0,0
1,0,25,1,903,2,2,2,2,3,2,3,3,4,5,2,1,3,3,1,0.0,0,1,0
0,1,69,0,189,3,4,3,3,2,5,4,4,4,3,4,3,4,3,13,18.0,0,1,0
0,1,60,1,3019,4,4,4,4,5,5,4,5,5,5,5,5,5,5,0,0.0,1,0,0
0,1,10,0,986,4,5,4,5,5,4,5,5,3,4,5,4,5,5,0,0.0,0,1,0
1,1,38,1,169,5,2,2,2,5,5,5,5,4,2,4,1,1,5,0,0.0,0,1,0
1,1,46,0,853,3,4,3,2,3,5,5,4,2,5,5,5,4,5,167,169.0,0,1,0
0,1,48,1,675,5,5,5,5,2,4,5,4,4,4,4,5,4,3,18,12.0,1,0,0
1,1,41,0,577,3,4,3,3,2,3,2,2,5,4,5,5,5,2,67,64.0,0,1,0
0,1,32,0,1306,4,2,4,3,5,4,5,5,1,4,2,3,2,5,2,0.0,0,1,0
1,1,54,1,2556,3,3,3,3,4,4,4,3,2,5,4,4,5,4,0,9.0,1,0,0
0,1,36,0,407,2,5,3,3,3,3,3,3,2,2,5,2,3,3,0,0.0,0,1,0
1,1,65,0,2079,5,3,5,4,4,5,4,4,1,2,4,4,3,4,0,0.0,0,1,0
1,0,20,1,1185,4,4,4,3,2,4,2,2,4,2,3,3,4,2,3,0.0,0,1,0
1,0,66,1,468,5,5,5,5,2,5,2,2,3,2,5,4,5,2,0,0.0,1,0,0
1,0,49,1,1562,4,5,5,3,2,4,2,2,3,4,5,3,5,2,1,4.0,1,0,0
0,1,52,0,931,2,4,2,4,4,5,4,3,3,2,3,5,3,3,9,0.0,0,1,0
1,1,26,0,2295,2,1,3,4,3,5,4,1,5,4,3,4,3,4,44,60.0,0,1,0
0,1,9,0,580,2,4,2,4,2,2,2,2,4,4,4,5,5,2,0,0.0,0,1,0
1,1,51,1,521,4,3,4,4,3,4,4,4,4,4,4,3,4,5,0,0.0,1,0,0
1,1,36,1,308,4,2,2,2,4,3,4,4,4,3,4,3,3,4,0,0.0,0,1,0
0,1,49,1,1028,4,3,3,3,1,3,4,4,4,4,4,4,4,2,38,17.0,0,1,0
0,1,42,0,370,3,0,3,4,2,5,4,5,5,3,5,3,5,4,0,0.0,0,1,0
1,1,42,1,2114,4,3,4,4,4,4,5,4,4,4,4,3,4,5,0,17.0,1,0,0
1,1,34,0,639,2,5,1,1,5,1,5,5,3,5,5,4,5,5,7,5.0,0,1,0
1,1,47,1,468,1,1,1,1,1,4,4,1,1,1,1,1,1,3,0,17.0,1,0,0
0,1,52,1,3524,0,4,0,5,5,4,4,4,4,4,4,3,4,3,0,0.0,1,0,0
1,1,7,0,1172,2,2,2,3,2,2,2,2,4,4,3,1,3,2,0,0.0,0,1,0
0,1,32,1,2125,3,5,5,5,3,3,3,3,4,5,4,2,4,3,0,0.0,0,1,0
0,1,54,0,1246,2,4,2,5,4,5,4,3,3,2,3,4,3,5,82,59.0,0,1,0
0,0,35,1,980,1,1,1,3,3,1,4,3,3,5,4,5,5,3,0,6.0,1,0,0
1,1,56,1,896,1,4,4,4,1,1,1,1,3,4,3,3,3,1,27,7.0,0,1,0
1,0,42,1,746,4,4,4,4,3,4,3,3,3,2,4,3,5,3,6,0.0,1,0,0
0,1,47,1,236,3,3,3,3,4,4,5,4,4,4,4,3,4,3,36,33.0,1,0,0
0,1,24,1,3663,2,4,4,4,2,2,2,2,2,3,4,1,3,2,0,0.0,1,0,0
0,1,56,1,421,1,0,0,3,5,3,3,1,1,0,1,4,1,1,10,0.0,1,0,0
1,1,14,0,399,2,5,2,3,5,2,5,5,3,4,4,5,5,5,6,0.0,0,1,0
0,1,51,1,3613,4,4,3,4,5,4,4,4,4,4,4,3,4,5,70,67.0,1,0,0
0,1,55,0,1010,2,4,2,4,3,4,3,4,4,2,4,4,4,3,41,12.0,0,1,0
0,0,37,1,455,3,4,3,3,4,3,4,4,3,2,3,1,3,4,0,0.0,0,1,0
1,1,29,1,3775,2,2,2,2,4,4,4,4,4,1,3,1,5,4,9,0.0,1,0,0
1,0,41,1,488,3,0,3,3,1,3,1,1,4,4,5,3,5,1,3,0.0,0,1,0
1,1,42,1,834,3,2,2,2,3,3,3,3,2,1,4,3,3,3,0,11.0,0,1,0
1,1,43,0,731,3,5,3,4,1,1,4,2,2,3,2,4,2,5,0,0.0,1,0,0
0,0,21,1,423,2,4,2,4,5,2,5,5,2,5,4,3,4,5,39,33.0,0,1,0
0,1,43,1,2402,5,5,5,5,4,4,4,4,2,5,5,4,3,4,25,49.0,1,0,0
0,1,40,1,3590,1,4,4,4,4,3,3,1,1,1,1,4,1,1,0,0.0,1,0,0
0,1,46,1,2014,5,5,5,5,2,5,4,4,4,4,4,4,4,5,27,43.0,1,0,0
0,1,53,1,2963,3,3,3,3,3,4,4,5,5,4,5,5,5,5,52,37.0,1,0,0
1,1,32,0,522,2,5,2,4,3,2,3,3,3,2,5,3,5,3,59,43.0,0,1,0
0,1,67,0,626,2,4,2,1,3,5,4,3,3,2,3,3,3,5,8,4.0,0,1,0
0,1,29,1,1576,4,3,4,4,4,4,4,4,3,4,1,5,1,4,0,0.0,1,0,0
0,1,51,1,1005,3,3,2,3,3,5,4,4,4,4,4,4,4,4,8,5.0,1,0,0
1,1,46,1,2261,4,4,4,4,4,4,5,5,5,5,5,4,5,4,14,0.0,1,0,0
1,0,23,1,972,1,1,1,1,4,1,1,4,4,2,5,3,5,4,37,49.0,0,1,0
0,0,18,1,261,1,4,1,4,2,1,2,2,4,3,3,2,4,2,0,0.0,0,1,0
1,0,66,1,416,1,1,1,3,1,4,1,2,3,3,4,1,4,1,149,138.0,1,0,0
0,1,68,0,315,3,3,3,4,3,1,1,3,5,2,1,1,4,1,169,189.0,0,1,0
1,1,35,0,1195,1,5,1,3,2,1,2,2,3,3,5,5,4,2,0,0.0,0,1,0
1,0,26,1,109,4,0,4,4,3,4,3,3,2,5,3,5,2,3,0,0.0,0,1,0
0,1,28,1,946,2,5,5,5,2,2,2,2,3,3,4,3,3,2,0,0.0,1,0,0
0,1,39,1,325,4,2,4,4,5,5,5,4,4,4,4,3,4,3,0,0.0,1,0,0
1,0,38,1,986,1,1,1,1,3,1,3,3,3,2,1,4,3,3,0,0.0,0,1,0
0,1,51,1,2208,4,4,4,4,1,3,1,5,5,5,5,3,5,4,0,1.0,1,0,0
0,1,55,1,846,4,3,3,3,2,4,4,4,4,4,4,1,4,4,0,0.0,0,1,0
0,1,26,1,2043,1,1,1,1,3,3,3,3,3,5,4,5,4,3,57,71.0,1,0,0
0,1,48,1,259,2,2,2,2,5,4,5,4,4,4,4,5,4,4,6,1.0,1,0,0
1,1,52,1,1709,3,3,3,3,5,5,5,5,5,5,5,4,5,4,1,10.0,1,0,0
0,1,15,1,2152,3,4,4,4,3,3,3,3,2,5,4,4,3,3,12,6.0,1,0,0
0,1,24,0,761,4,5,4,2,2,4,1,2,3,4,5,3,5,2,42,58.0,0,1,0
1,1,32,1,370,4,5,5,5,4,4,4,4,4,1,3,1,4,4,0,0.0,0,0,1
1,1,39,1,783,2,5,2,5,2,2,2,2,3,2,2,2,1,2,0,0.0,0,0,1
0,0,22,1,604,4,3,4,5,4,4,4,4,3,4,4,4,3,4,0,0.0,0,1,0
0,1,40,1,1197,2,2,2,2,2,2,2,2,3,5,2,2,2,2,34,37.0,0,1,0
0,1,51,1,1587,2,2,2,2,2,4,5,5,5,5,5,3,5,5,1,44.0,1,0,0
1,0,39,1,189,1,1,1,1,2,1,2,2,4,3,5,4,5,2,0,0.0,1,0,0
0,1,29,1,552,1,1,5,1,1,1,1,1,1,1,3,1,3,1,60,67.0,1,0,0
1,1,50,1,1846,2,2,2,2,2,4,5,5,5,5,5,5,5,3,64,50.0,1,0,0
0,1,31,1,1587,2,5,5,5,2,2,2,2,1,5,2,3,2,2,2,0.0,1,0,0
1,1,11,0,2586,1,4,1,3,1,1,1,1,3,2,4,4,3,1,40,39.0,0,1,0
1,1,40,1,125,3,1,1,1,3,3,3,3,2,1,3,1,3,3,8,6.0,0,1,0
1,1,48,0,447,4,5,2,2,4,2,4,4,2,1,5,4,3,4,13,8.0,0,0,1
0,0,24,1,1042,3,3,3,4,1,3,1,1,3,5,3,2,4,1,0,0.0,0,1,0
0,1,22,0,592,2,4,3,4,3,3,3,3,3,5,1,2,3,3,0,0.0,0,0,1
0,1,42,1,1276,3,3,3,3,4,5,4,5,5,5,5,3,5,4,0,0.0,1,0,0
0,1,68,0,372,5,4,5,1,2,4,4,4,4,5,4,3,4,3,0,4.0,0,1,0
1,1,18,1,545,4,4,4,4,4,4,4,4,5,3,5,3,4,4,0,0.0,1,0,0
0,1,57,1,737,4,4,4,4,2,5,5,4,4,4,4,3,4,3,0,15.0,1,0,0
0,0,42,1,228,1,1,1,3,5,1,5,5,2,2,3,1,3,5,0,0.0,0,0,1
0,1,42,1,2884,5,2,5,5,2,4,5,5,5,5,5,3,5,4,0,0.0,1,0,0
1,1,24,1,2167,4,4,4,4,5,5,5,5,5,4,4,4,5,5,0,0.0,1,0,0
0,1,74,1,3256,3,3,3,3,2,5,4,5,5,5,5,5,5,5,75,131.0,1,0,0
0,1,65,0,590,1,4,1,4,4,5,4,4,4,1,4,5,4,5,0,0.0,1,0,0
1,1,37,0,965,3,5,3,2,2,3,2,2,4,5,5,4,5,2,0,0.0,0,1,0
0,0,12,1,859,4,4,4,2,5,4,5,5,1,1,5,2,2,5,0,0.0,0,1,0
0,1,58,1,2563,5,5,5,5,4,5,4,4,4,4,5,5,4,5,0,0.0,1,0,0
0,0,23,1,1046,4,4,4,4,3,4,3,3,1,3,5,4,4,3,2,0.0,0,1,0
0,1,33,0,1558,2,5,3,1,2,3,5,2,4,4,5,3,4,2,0,0.0,0,1,0
1,1,37,1,108,2,2,4,2,3,5,4,5,5,4,5,5,5,3,0,0.0,1,0,0
1,1,17,0,460,0,4,0,1,4,0,4,4,4,2,3,5,4,4,0,0.0,0,1,0
0,1,59,1,1005,1,1,1,1,2,4,4,4,4,4,4,4,4,4,2,0.0,1,0,0
1,0,17,1,403,2,3,2,3,3,2,3,3,3,5,4,2,4,3,0,0.0,0,1,0
1,1,56,0,1034,5,5,5,1,2,5,2,2,4,4,4,4,5,2,0,0.0,0,1,0
1,1,56,0,295,1,5,5,3,3,5,4,3,3,5,4,3,4,3,0,0.0,0,1,0
0,0,32,1,405,2,2,2,5,4,2,4,4,3,3,5,3,5,4,0,0.0,1,0,0
1,1,25,0,226,1,5,1,5,5,1,5,5,4,4,4,3,4,5,73,68.0,0,1,0
0,0,51,1,589,2,0,2,1,5,2,5,5,3,5,2,5,5,5,13,9.0,0,1,0
1,1,45,0,1754,5,3,5,3,4,5,4,4,2,4,4,4,4,4,0,0.0,0,1,0
0,1,17,0,139,1,0,1,3,3,1,3,3,3,3,4,4,4,3,0,0.0,0,1,0
0,1,42,1,143,5,5,5,5,4,4,5,5,5,5,5,5,5,4,0,0.0,1,0,0
0,1,50,1,1653,1,1,1,1,3,4,5,5,5,5,5,3,5,4,31,37.0,1,0,0
1,1,30,1,651,2,3,2,2,4,4,4,4,1,1,4,4,3,4,0,0.0,1,0,0
0,1,41,1,1640,2,2,2,2,4,5,5,4,4,4,4,4,4,3,11,0.0,1,0,0
0,1,44,1,404,4,5,5,5,2,3,4,4,4,4,4,3,4,2,0,0.0,0,1,0
0,1,23,0,1010,3,4,3,4,5,3,5,5,3,5,4,1,3,5,0,0.0,0,1,0
1,0,25,1,204,5,5,5,4,3,5,3,3,5,4,4,4,4,3,0,0.0,1,0,0
0,1,38,1,224,5,5,5,5,5,5,5,5,5,4,5,3,4,5,4,9.0,0,1,0
1,0,29,1,1020,2,2,2,3,1,2,1,1,3,3,5,5,5,1,0,0.0,1,0,0
0,0,45,1,1444,2,2,2,3,5,2,5,5,2,2,4,1,3,5,32,30.0,1,0,0
1,1,45,1,667,1,2,3,2,1,1,1,1,3,2,4,2,3,1,24,11.0,0,1,0
1,1,58,0,1035,2,1,2,3,3,2,5,3,4,1,3,1,4,3,0,0.0,0,1,0
1,1,58,1,2453,2,3,3,3,4,2,3,2,2,2,2,2,2,2,122,130.0,1,0,0
1,1,66,0,1616,2,4,2,3,4,2,4,4,4,3,4,3,5,4,23,23.0,0,1,0
0,1,46,1,2475,4,4,4,4,5,5,4,5,5,5,5,3,5,4,0,0.0,1,0,0
1,1,61,1,2458,3,4,4,4,4,2,3,3,3,3,3,4,3,1,5,1.0,1,0,0
1,1,53,1,529,5,2,2,2,5,5,5,5,5,4,5,2,4,5,0,0.0,0,1,0
1,1,51,1,2521,2,2,4,2,4,5,4,5,5,5,5,5,5,3,5,0.0,1,0,0
0,1,28,1,1069,3,3,3,3,5,5,5,5,3,2,4,2,3,5,0,0.0,1,0,0
1,1,70,0,692,2,4,2,3,4,2,4,4,5,5,4,3,4,4,31,34.0,0,1,0
0,1,34,1,500,1,1,1,1,3,4,5,4,4,4,4,4,4,3,0,0.0,1,0,0
0,1,60,1,1546,5,5,5,5,3,4,5,5,5,5,5,5,5,3,4,0.0,1,0,0
1,1,19,0,220,3,0,0,2,3,0,3,3,2,3,1,2,4,3,50,45.0,0,1,0
1,1,54,1,196,1,1,1,1,4,4,4,4,5,4,5,4,3,4,152,138.0,1,0,0
1,1,70,0,1124,2,4,2,1,4,2,4,4,5,2,3,4,5,4,5,11.0,0,1,0
1,1,31,0,468,3,4,3,1,3,3,2,3,5,3,5,5,5,3,9,9.0,0,1,0
0,1,31,1,3028,3,3,3,3,3,3,3,3,2,3,2,3,1,3,0,0.0,1,0,0
1,0,27,1,188,2,0,2,3,4,2,4,4,4,2,4,2,2,4,0,0.0,0,1,0
1,1,8,0,1744,1,5,0,3,5,0,4,5,3,2,5,4,4,5,1,0.0,0,1,0
1,0,25,1,814,4,0,4,3,4,4,4,4,3,2,5,3,5,4,108,116.0,1,0,0
1,0,20,1,189,3,4,3,3,5,3,5,5,3,2,4,4,4,5,3,1.0,0,1,0
1,1,47,1,852,3,2,2,2,3,3,3,3,3,3,1,4,4,3,18,18.0,0,1,0
1,1,54,1,89,2,3,3,3,2,4,3,2,2,2,2,3,2,4,0,0.0,1,0,0
1,0,51,1,594,3,1,3,3,2,3,2,2,4,1,3,2,4,2,0,0.0,0,1,0
1,0,22,1,447,3,5,3,3,2,3,2,2,5,5,4,5,4,2,0,1.0,0,1,0
1,0,21,1,204,5,4,4,2,1,4,1,1,5,2,5,4,4,1,0,0.0,0,1,0
1,1,44,1,1663,1,1,1,1,3,4,4,4,4,4,4,5,4,4,0,1.0,1,0,0
1,1,25,1,2012,3,5,5,5,3,3,3,3,2,1,2,1,3,3,0,13.0,1,0,0
0,1,34,1,1204,3,4,4,4,1,3,3,3,3,3,3,2,3,3,36,28.0,1,0,0
0,1,39,1,356,2,3,3,3,2,2,2,2,1,2,3,4,4,2,0,0.0,0,1,0
0,0,27,1,407,2,1,2,4,1,2,1,1,3,3,4,2,3,1,23,20.0,0,1,0
1,0,21,1,337,2,5,2,2,5,2,4,5,3,4,3,1,4,5,0,0.0,0,1,0
0,1,42,1,283,5,5,5,5,4,4,4,4,4,4,4,4,4,5,19,10.0,1,0,0
0,1,64,0,302,3,5,3,3,4,4,5,1,1,3,1,5,1,5,0,0.0,0,1,0
0,0,48,1,841,3,3,3,4,5,3,4,5,3,5,4,1,4,5,121,117.0,0,1,0
1,1,26,1,2576,2,2,2,2,4,4,4,1,1,3,4,4,4,4,48,45.0,1,0,0
1,0,43,1,397,4,3,4,3,2,4,2,2,3,5,3,4,4,2,0,6.0,0,1,0
1,0,17,1,223,4,1,4,4,4,4,4,4,2,1,4,3,4,4,0,0.0,1,0,0
0,1,41,1,226,1,1,1,1,4,4,3,4,4,4,4,5,4,2,0,0.0,1,0,0
1,1,28,1,627,3,1,1,1,3,3,3,3,3,4,2,3,1,3,0,6.0,0,1,0
0,0,28,1,937,1,1,1,3,1,5,5,3,1,4,4,5,4,5,151,186.0,0,1,0
1,1,41,1,3329,4,3,4,4,3,4,4,4,4,4,4,3,4,3,29,24.0,1,0,0
