company,type,inches,cpu,gpu,op_sys,price_EUR,touch_screen,hd_category,ram,memory_SSD,memory_HDD,weight
Lenovo,2 in 1 Convertible,13.9,Intel Core i7,Intel HD,Windows,1849.0,1,FullHD,8,512,0,1.37
Acer,Notebook,17.3,Intel Core i3,Nvidia GeForce,Windows,702.0,0,FullHD,4,256,0,3.0
Dell,Ultrabook,13.3,Intel Core i5,Intel HD,Windows,949.0,0,FullHD,8,256,0,1.41
HP,Notebook,15.6,AMD,AMD Radeon R,Windows,445.9,0,HD,8,128,0,1.91
HP,Notebook,17.3,Intel Core i7,Nvidia GeForce,Windows,1059.0,0,FullHD,16,0,1024,2.9
MSI,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,2499.0,0,FullHD,16,512,1024,4.14
Lenovo,2 in 1 Convertible,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1699.0,1,FullHD,8,512,0,2.0
Dell,Notebook,17.3,Intel Core i7,AMD Radeon 5,Windows,1142.0,0,FullHD,8,128,1024,2.8
Lenovo,Notebook,15.6,Intel Core i3,Intel HD,No OS,444.0,0,FullHD,4,256,0,2.2
HP,Notebook,15.6,Intel Core i5,Intel HD,Windows,722.0,0,FullHD,4,0,500,2.1
Dell,Notebook,15.6,Intel Core i5,Intel HD,Windows,657.0,0,FullHD,4,0,1024,2.18
Dell,Notebook,15.6,Intel Core i5,AMD Radeon R,Windows,565.0,0,FullHD,8,0,1024,2.24
Dell,2 in 1 Convertible,15.6,Intel Core i5,Intel HD,Windows,799.0,1,FullHD,8,256,0,2.67
Asus,2 in 1 Convertible,13.3,Intel Core i7,Intel HD,Windows,1499.0,1,FullHD,8,1024,0,1.1
Lenovo,Notebook,15.6,Intel Core i5,Intel HD,No OS,467.0,0,FullHD,4,0,1024,2.2
HP,Notebook,17.3,Intel Core i7,Nvidia GeForce,Windows,1018.0,0,FullHD,8,0,1024,2.5
Lenovo,Notebook,15.6,Intel Core i7,Intel HD,Windows,880.0,0,FullHD,8,256,0,2.05
Apple,Ultrabook,13.3,Intel Core i5,Other,Other,1958.9,0,QuadHD,8,512,0,1.37
Asus,Gaming,17.3,AMD,AMD Radeon R,Windows,1549.0,0,FullHD,16,256,1024,3.2
Dell,Notebook,15.6,Intel Core i7,AMD Radeon 5,Linux,735.07,0,FullHD,8,256,0,2.14
Lenovo,2 in 1 Convertible,14.0,Intel Core i7,Intel HD,Windows,2499.0,1,QuadHD,16,512,0,1.36
Toshiba,Notebook,15.6,Intel Core i7,Nvidia GeForce,Windows,812.0,0,HD,8,0,500,2.2
Dell,Notebook,15.6,Intel Core i7,Intel HD,Windows,713.07,0,HD,12,0,1024,2.3
Dell,Notebook,17.3,Intel Core i7,AMD Radeon 5,Linux,1099.0,0,FullHD,8,128,1024,2.8
Acer,Notebook,15.6,Intel Core i7,Nvidia GeForce,Windows,745.0,0,FullHD,8,0,1024,2.2
Lenovo,Notebook,17.3,Intel Core i3,Intel HD,Windows,489.0,0,HD,4,0,1024,2.8
Lenovo,Notebook,17.3,Intel Core i7,Nvidia GeForce,No OS,849.0,0,FullHD,8,0,2048,2.8
Lenovo,Notebook,17.3,Intel Core i7,Nvidia GeForce,Windows,859.0,0,HD,6,128,1024,2.8
Dell,Notebook,15.6,Intel Core i3,AMD Radeon R,Linux,428.0,0,FullHD,4,0,1024,2.25
Lenovo,Gaming,15.6,Intel Core i5,Nvidia GeForce GTX,Windows,829.0,0,FullHD,8,256,0,2.5
Lenovo,Notebook,15.6,Intel Core i5,Intel HD,Windows,579.0,0,FullHD,6,256,0,2.2
Acer,Notebook,15.6,Intel Core i7,Nvidia GeForce,Windows,951.0,0,FullHD,8,256,0,3.0
Acer,Notebook,15.6,Intel Core i7,Intel HD,Windows,659.0,1,FullHD,12,0,1024,2.15
Lenovo,Notebook,15.6,Intel Core i7,Intel HD,Windows,1097.0,0,FullHD,8,256,0,1.95
Asus,Ultrabook,15.6,Intel Core i5,Nvidia GeForce,Windows,977.0,0,FullHD,8,256,0,1.7
Lenovo,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1179.0,0,FullHD,16,256,1024,2.5
Lenovo,Notebook,15.6,Intel Core i7,Nvidia GeForce,No OS,659.01,0,FullHD,8,0,1024,2.2
Acer,Notebook,15.6,Intel Celeron,Intel HD,Other,199.0,0,HD,2,16,0,2.19
Asus,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,1187.0,0,FullHD,8,0,1024,3.0
HP,Notebook,17.3,Intel Core i3,Intel HD,Windows,489.0,0,HD,8,0,1024,2.54
Dell,Notebook,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1829.0,0,FullHD,8,256,0,2.0
Lenovo,Notebook,15.6,Intel Core i5,Intel HD,Windows,739.0,0,FullHD,8,256,0,2.05
Lenovo,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1299.0,0,FullHD,8,0,1024,3.2
Acer,Notebook,15.6,Intel Core i7,Nvidia GeForce GTX,Linux,979.0,0,FullHD,8,256,0,2.5
Dell,Workstation,17.3,Intel Core i7,Nvidia Quadro,Windows,2884.86,0,FullHD,16,256,0,3.42
Lenovo,Notebook,15.6,AMD,AMD Radeon R,Windows,499.0,0,FullHD,6,0,1024,2.4
Asus,Ultrabook,15.6,Intel Core i7,Nvidia GeForce,Windows,1468.0,0,FullHD,16,512,0,1.63
Asus,Notebook,14.0,Intel Core i3,Intel HD,Windows,509.0,0,HD,4,128,0,1.3
Asus,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,2122.0,0,FullHD,16,256,1024,2.9
Lenovo,Notebook,17.3,Intel Core i5,Nvidia GeForce GTX,Windows,649.0,0,HD,6,0,1024,2.8
Lenovo,Notebook,15.6,Intel Core i5,Nvidia GeForce,No OS,549.0,0,HD,8,0,2048,2.2
Asus,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1265.0,0,FullHD,8,128,1024,2.5
Lenovo,Notebook,15.6,Intel Pentium,Intel HD,No OS,359.99,0,HD,4,0,1024,2.2
HP,2 in 1 Convertible,13.3,Intel Core i7,Intel HD,Windows,1975.0,1,FullHD,16,256,0,1.28
Toshiba,Notebook,15.6,Intel Core i7,Nvidia GeForce,Windows,1043.0,0,FullHD,8,256,0,2.2
Lenovo,Notebook,15.6,Intel Core i5,Nvidia GeForce,Windows,819.0,0,FullHD,8,128,1024,2.3
HP,Notebook,15.6,Intel Core i3,Intel HD,Windows,469.0,0,FullHD,4,0,1024,1.86
Lenovo,Notebook,13.3,Intel Core i5,Intel HD,Windows,999.0,0,FullHD,8,256,0,1.1
Dell,Ultrabook,13.3,Intel Core i7,Intel HD,Windows,2499.0,1,UHD,16,1024,0,1.21
MSI,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,2099.0,0,FullHD,16,256,1024,2.8
Acer,Notebook,15.6,AMD,AMD Radeon R,Windows,469.0,0,FullHD,8,256,0,2.23
Asus,2 in 1 Convertible,11.6,Intel Celeron,Intel HD,Windows,275.0,1,HD,2,0,0,1.1
Dell,Notebook,15.6,Intel Core i5,AMD Radeon 5,Windows,844.0,0,FullHD,8,128,1024,2.33
HP,2 in 1 Convertible,13.3,Intel Core i7,Intel HD,Windows,2449.0,1,UHD,16,1024,0,1.29
Lenovo,Notebook,13.3,Intel Celeron,Intel HD,Other,459.9,0,HD,4,0,0,1.45
HP,Notebook,14.0,Intel Core i5,Intel HD,Windows,980.0,0,FullHD,8,256,0,1.95
Acer,Notebook,11.6,Intel Pentium,Intel HD,Windows,485.0,0,HD,4,0,0,1.4
HP,Notebook,14.0,Intel Core i7,Intel HD,Windows,1292.0,0,FullHD,8,256,0,1.48
Lenovo,Notebook,17.3,Intel Core i5,Nvidia GeForce,Windows,589.0,0,HD,4,0,1024,2.79
Asus,Notebook,14.0,Intel Core i7,Intel HD,Windows,1094.0,0,FullHD,8,256,0,2.0
HP,Notebook,15.6,Intel Core i7,Intel HD,Windows,902.0,0,HD,8,0,1024,2.1
Acer,Notebook,15.6,AMD,AMD Radeon R,Windows,659.0,0,HD,8,256,0,2.2
Lenovo,Notebook,14.0,Intel Celeron,Intel HD,Windows,292.0,0,HD,4,0,0,1.44
Acer,Notebook,15.6,Intel Core i5,Intel HD,Windows,549.0,0,HD,6,0,1024,2.23
Asus,Ultrabook,15.6,Intel Core i7,Nvidia GeForce,Windows,1049.9,0,FullHD,8,256,0,1.7
HP,Ultrabook,12.5,Intel Core i7,Intel HD,Windows,1335.0,0,FullHD,8,256,0,1.26
Dell,Notebook,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,2639.0,1,UHD,32,1024,0,2.06
MSI,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,1199.0,0,FullHD,8,256,1024,2.7
Toshiba,Notebook,15.6,Intel Core i5,Intel HD,Windows,943.0,0,FullHD,8,256,0,2.0
Asus,Notebook,14.0,Intel Core i7,Intel HD,Windows,1334.0,0,FullHD,8,256,1024,2.0
Lenovo,Notebook,15.6,Intel Core i3,Intel HD,Windows,449.0,0,FullHD,4,0,1024,1.85
Asus,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,999.0,0,FullHD,8,256,0,2.5
HP,Notebook,14.0,Intel Core i5,Intel HD,Windows,1268.0,0,FullHD,8,256,0,1.48
Dell,Ultrabook,15.6,Intel Core i5,Nvidia GeForce,Windows,1049.0,0,FullHD,8,128,1024,1.9
HP,Notebook,15.6,Intel Core i5,Intel HD,Windows,1144.0,0,FullHD,8,256,0,1.84
Asus,Notebook,15.6,Intel Celeron,Intel HD,Linux,274.99,0,HD,4,0,1024,2.0
Dell,Notebook,15.6,Intel Core i5,Nvidia GeForce,Windows,1142.75,0,FullHD,8,256,0,2.0
Dell,Notebook,15.6,Intel Celeron,Intel HD,Linux,274.9,0,HD,4,0,500,2.2
Lenovo,Notebook,15.6,AMD,AMD Radeon 5,Windows,899.0,0,FullHD,12,0,2048,2.2
HP,Notebook,15.6,Intel Core i3,Nvidia GeForce,Windows,716.0,0,FullHD,8,0,1024,2.1
Lenovo,2 in 1 Convertible,13.9,Intel Core i7,Intel HD,Windows,2099.0,1,UHD,16,512,0,1.4
Dell,Ultrabook,13.3,Intel Core i7,Intel HD,Windows,1579.0,0,FullHD,8,256,0,1.2
Lenovo,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1129.0,0,FullHD,16,256,2048,2.4
HP,Notebook,14.0,Intel Celeron,Intel HD,Windows,279.0,0,HD,2,0,0,1.44
Dell,Ultrabook,15.6,Intel Core i7,Intel HD,Windows,1607.96,0,FullHD,16,768,0,1.88
Asus,2 in 1 Convertible,11.6,Intel Celeron,Intel HD,Windows,375.0,1,HD,4,0,0,1.5
Dell,Ultrabook,15.6,Intel Core i5,AMD Radeon 5,Windows,663.0,0,FullHD,8,0,1024,1.9
Dell,Notebook,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,2027.42,1,UHD,16,512,0,2.06
HP,Notebook,15.6,Intel Core i7,Intel HD,Windows,1304.0,0,FullHD,8,256,0,1.84
MSI,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,1409.0,0,FullHD,8,128,1024,2.7
HP,Workstation,15.6,Intel Core i7,Nvidia Quadro,Windows,1738.27,0,FullHD,8,256,0,2.6
Toshiba,Notebook,15.6,Intel Core i7,Nvidia GeForce,Windows,1403.0,0,FullHD,16,512,0,2.4
Dell,Notebook,15.6,Intel Core i7,AMD Radeon 5,Windows,970.9,0,FullHD,8,128,2048,2.02
Lenovo,Notebook,15.6,Intel Celeron,Intel HD,No OS,321.99,0,HD,4,0,1024,2.2
Dell,Gaming,15.6,Intel Core i5,Nvidia GeForce GTX,Windows,999.0,0,FullHD,8,0,1024,2.65
Dell,Notebook,15.6,Intel Core i5,Intel HD,Windows,557.37,1,HD,8,0,2048,2.36
Dell,Notebook,14.0,Intel Core i5,Intel HD,Windows,1427.0,0,FullHD,8,256,0,1.36
HP,Notebook,15.6,Intel Core i3,Intel HD,Windows,439.0,0,HD,4,0,500,1.86
Asus,Notebook,14.0,Intel Core i5,Intel HD,Windows,945.0,0,FullHD,8,256,0,2.0
Lenovo,Notebook,17.3,Intel Core i5,Nvidia GeForce GTX,Windows,719.0,0,HD,6,128,1024,2.8
HP,Notebook,15.6,Intel Core i5,Intel HD,Windows,639.0,0,FullHD,8,0,1024,1.86
Lenovo,Notebook,15.6,Intel Core i3,Nvidia GeForce,No OS,499.0,0,HD,8,256,0,2.2
HP,Notebook,15.6,Intel Pentium,Intel HD,Windows,389.0,0,HD,8,0,2048,2.04
Dell,Notebook,17.3,Intel Core i5,AMD Radeon 5,Windows,1085.0,0,FullHD,8,128,1024,2.8
Lenovo,Gaming,15.6,Intel Core i5,Nvidia GeForce GTX,No OS,809.0,0,FullHD,8,128,1024,2.4
Dell,Notebook,15.6,Intel Core i7,AMD Radeon R,Windows,899.0,0,FullHD,8,256,0,2.33
HP,Ultrabook,14.0,Intel Core i7,Intel HD,Windows,1750.0,0,FullHD,8,256,0,1.36
Asus,2 in 1 Convertible,15.6,Intel Core i7,Nvidia GeForce,Windows,1099.0,1,FullHD,12,512,2048,2.26
Acer,Notebook,15.6,AMD,AMD Radeon R,Windows,426.0,0,HD,4,128,0,2.1
Asus,Gaming,17.3,AMD,AMD Radeon R,Windows,2199.0,0,FullHD,16,256,1024,3.25
Lenovo,Notebook,17.3,AMD,AMD Radeon R,Windows,489.0,0,HD,4,128,0,2.6
Dell,2 in 1 Convertible,13.3,Intel Core i7,Intel HD,Windows,869.01,1,FullHD,8,256,0,1.62
HP,Notebook,15.6,AMD,AMD Radeon R,Windows,488.99,0,FullHD,4,256,0,1.91
Lenovo,Netbook,11.6,Intel Celeron,Intel HD,Windows,553.0,0,HD,4,128,0,1.59
Dell,Notebook,15.6,Intel Celeron,Intel HD,Windows,309.0,0,HD,4,0,500,1.8
Asus,Notebook,14.0,Intel Celeron,Intel HD,Windows,286.0,0,HD,4,0,0,1.5
Acer,Notebook,15.6,Intel Core i7,Nvidia GeForce GTX,Linux,846.0,0,FullHD,8,0,1024,2.4
HP,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,1191.0,0,FullHD,8,128,1024,3.35
Lenovo,Notebook,15.6,Intel Core i3,Intel HD,No OS,403.5,0,FullHD,4,128,0,1.85
Asus,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1655.0,0,FullHD,8,128,1024,2.3
Lenovo,Notebook,14.0,Intel Core i5,Nvidia GeForce,Windows,1099.0,0,FullHD,8,256,0,1.5
Asus,Ultrabook,13.3,Intel Core i7,Intel HD,Windows,1748.9,1,FullHD,16,512,0,1.1
Lenovo,Ultrabook,14.0,Intel Core i7,Intel HD,Windows,2282.0,0,QuadHD,8,512,0,1.13
Lenovo,Notebook,13.3,Intel Core i3,Intel HD,Windows,549.0,0,FullHD,4,128,0,1.5
Dell,Workstation,15.6,Intel Core i5,Other,Windows,1369.0,0,FullHD,8,0,500,2.23
Dell,Workstation,15.6,Intel Core i7,Nvidia Quadro,Windows,2135.0,0,FullHD,8,256,0,2.0
Lenovo,2 in 1 Convertible,14.0,Intel Core i7,Intel HD,Windows,2509.0,1,QuadHD,16,512,0,1.42
Asus,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,1039.0,0,FullHD,8,0,1024,3.0
Asus,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,1591.0,0,FullHD,16,256,1024,3.0
Acer,Notebook,15.6,Intel Core i5,Nvidia GeForce,Windows,693.99,0,HD,12,0,1024,2.2
MSI,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,1349.0,0,FullHD,8,256,0,2.7
Dell,Notebook,15.6,Intel Core i7,AMD Radeon R,Linux,778.87,0,FullHD,8,256,0,2.33
HP,Ultrabook,15.6,AMD,AMD Radeon 5,Windows,499.0,0,FullHD,4,256,0,1.91
Lenovo,Notebook,15.6,Intel Core i7,AMD Radeon R,Windows,1229.56,0,FullHD,8,256,0,2.1
Lenovo,Notebook,14.0,Intel Core i5,Intel HD,Windows,938.0,0,FullHD,8,256,0,1.9
Dell,Workstation,15.6,Intel Core i7,Nvidia Quadro,Windows,2712.0,1,UHD,8,256,0,1.78
Lenovo,Ultrabook,14.0,Intel Core i7,Intel HD,Windows,2625.0,0,QuadHD,16,1024,0,1.13
Lenovo,Notebook,15.6,Intel Celeron,Intel HD,Windows,306.0,0,HD,4,0,1024,2.2
Asus,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,1529.0,0,FullHD,16,256,1024,2.9
Lenovo,Notebook,15.6,Intel Core i5,AMD Radeon R,Windows,1144.5,0,FullHD,8,256,1024,2.1
Acer,Notebook,15.6,Intel Core i7,Nvidia GeForce GTX,Linux,879.0,0,FullHD,8,256,0,2.5
MSI,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,2249.0,0,FullHD,16,256,1024,2.8
Asus,Ultrabook,14.0,Intel Core i7,Intel HD,Windows,1873.0,0,FullHD,8,512,0,1.1
Toshiba,Ultrabook,13.3,Intel Core i7,Intel HD,Windows,1747.0,0,FullHD,16,512,0,1.2
Dell,Ultrabook,14.0,Intel Core i7,Intel HD,Windows,1680.0,0,FullHD,8,512,0,1.36
Lenovo,Notebook,15.6,Intel Core i3,Intel HD,Windows,409.0,0,FullHD,4,0,500,2.2
Lenovo,Notebook,11.6,Intel Celeron,Intel HD,Windows,304.45,0,HD,2,0,0,1.15
Lenovo,Workstation,15.6,Intel Core i7,Nvidia Quadro,Windows,1925.0,0,FullHD,8,512,0,2.67
Lenovo,Ultrabook,14.0,Intel Core i7,Nvidia GeForce,Windows,1943.0,0,QuadHD,8,512,0,1.7
HP,Notebook,15.6,Intel Core i3,AMD Radeon 5,Windows,469.0,0,FullHD,4,0,1024,2.1
Acer,2 in 1 Convertible,13.3,Intel Core i7,Intel HD,Windows,789.01,1,FullHD,8,256,0,1.6
Asus,2 in 1 Convertible,13.3,Intel Core i5,Intel HD,Windows,928.0,1,FullHD,8,256,0,1.27
Dell,Notebook,15.6,Intel Core i5,AMD Radeon R,Linux,598.9,0,FullHD,4,256,0,2.3
Dell,Notebook,13.3,Intel Core i3,Intel HD,Windows,689.0,0,HD,4,128,0,1.65
HP,Ultrabook,14.0,Intel Core i7,Intel HD,Windows,1500.0,0,FullHD,8,256,0,1.43
Dell,Notebook,15.6,Intel Core i5,Intel HD,Windows,539.95,0,HD,8,0,1024,2.14
Lenovo,Ultrabook,14.0,Intel Core i7,AMD Radeon R,Windows,1215.38,0,FullHD,8,256,0,1.75
Lenovo,2 in 1 Convertible,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1899.0,1,UHD,16,512,0,2.0
Other,Notebook,12.3,Intel Celeron,Intel HD,Windows,449.0,0,QuadHD,6,0,0,1.4
HP,Notebook,15.6,Intel Core i7,Intel HD,Windows,1427.0,0,FullHD,8,256,0,2.31
Asus,Notebook,15.6,Intel Core i3,Nvidia GeForce,Linux,597.0,0,FullHD,8,0,1024,2.3
Dell,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,2799.0,0,QuadHD,16,256,1024,4.42
Dell,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1159.0,0,FullHD,8,128,1024,2.62
Dell,Notebook,15.6,Intel Core i7,AMD Radeon 5,Windows,1142.4,0,FullHD,8,256,2048,2.02
Dell,Ultrabook,14.0,Intel Core i7,Intel HD,Linux,1099.0,0,FullHD,8,256,0,1.6
HP,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,1999.0,0,FullHD,12,256,1024,3.35
Other,2 in 1 Convertible,11.6,Intel Celeron,Intel HD,Windows,299.0,1,FullHD,4,32,0,1.16
Other,Netbook,11.6,Intel Celeron,Intel HD,Other,269.0,0,HD,4,0,0,1.15
Lenovo,Notebook,13.3,Intel Core i7,Intel HD,Windows,1010.0,0,FullHD,8,256,0,1.4
Lenovo,Notebook,14.0,Intel Core i3,Intel HD,Windows,599.0,0,FullHD,4,128,0,1.7
Lenovo,Workstation,15.6,Intel Core i7,Nvidia GeForce,Windows,2445.0,0,UHD,16,512,0,2.3
Lenovo,Notebook,15.6,Intel Core i7,Nvidia Quadro,Windows,2449.0,0,FullHD,16,512,0,2.5
Asus,Gaming,17.3,AMD,AMD Radeon R,Windows,1695.0,0,FullHD,8,256,1024,3.2
HP,Notebook,15.6,Intel Celeron,Intel HD,Windows,347.0,0,HD,4,0,500,2.1
Other,Ultrabook,12.3,Intel Core i7,Intel HD,Other,2199.0,1,FullHD,16,512,0,1.1
Lenovo,Ultrabook,14.0,Intel Core i7,Intel HD,Windows,2382.0,0,QuadHD,24,512,0,1.32
Asus,Notebook,15.6,Intel Core i5,Intel HD,Linux,559.0,0,FullHD,4,256,0,2.0
Lenovo,Notebook,17.3,AMD,AMD Radeon R,Windows,519.0,0,HD,8,0,1024,2.8
Dell,Notebook,15.6,Intel Core i5,AMD Radeon 5,Windows,749.0,0,FullHD,4,256,0,2.2
Lenovo,Ultrabook,12.5,Intel Core i5,Intel HD,Windows,1429.0,0,FullHD,8,256,0,1.36
Lenovo,Notebook,15.6,Intel Pentium,Intel HD,Windows,349.0,0,FullHD,4,128,0,2.2
HP,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1099.0,0,FullHD,8,128,1024,2.2
Dell,Notebook,14.0,Intel Core i5,Nvidia GeForce,Windows,1179.0,0,FullHD,8,256,0,1.64
Acer,Notebook,15.6,Intel Core i5,Intel HD,Linux,441.8,0,HD,4,0,500,2.4
Dell,Workstation,15.6,Other,Nvidia Quadro,Windows,1993.0,0,FullHD,8,0,1024,2.23
MSI,Gaming,15.6,Intel Core i5,Nvidia GeForce GTX,Windows,1027.74,0,FullHD,8,256,0,2.2
Other,Ultrabook,13.5,Intel Core i7,Other,Windows,2589.0,1,FullHD,16,512,0,1.25
HP,Notebook,15.6,Intel Core i5,Intel HD,Windows,589.0,0,HD,8,128,0,1.91
Dell,Workstation,15.6,Intel Core i7,Nvidia Quadro,Windows,1975.0,0,FullHD,16,256,0,2.17
HP,Workstation,15.6,Intel Core i7,Intel HD,Windows,1534.0,0,FullHD,8,512,0,2.31
Lenovo,Notebook,14.0,Intel Core i5,Intel HD,Windows,1345.0,0,FullHD,8,256,0,1.65
Dell,Notebook,15.6,Intel Core i7,AMD Radeon 5,Windows,979.0,0,FullHD,8,128,1024,2.36
Dell,2 in 1 Convertible,11.6,Intel Pentium,Intel HD,Windows,479.0,1,HD,4,0,500,1.47
Dell,Notebook,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,2046.0,0,FullHD,8,0,1024,4.42
Other,Ultrabook,13.5,Intel Core M,Intel HD,Windows,989.0,1,FullHD,4,128,0,1.252
Other,Ultrabook,13.5,Intel Core i7,Other,Windows,1799.0,1,FullHD,8,256,0,1.25
HP,Notebook,17.3,Intel Core i3,Intel HD,Windows,639.9,0,HD,8,256,0,2.5
Acer,Notebook,15.6,Intel Core i3,Nvidia GeForce,Windows,544.0,0,FullHD,4,0,1024,2.23
Acer,Netbook,11.6,Intel Celeron,Intel HD,Windows,435.0,0,HD,4,128,0,1.4
Asus,Notebook,15.6,Intel Core i5,Intel HD,Windows,749.0,0,FullHD,8,0,1024,2.37
Lenovo,Notebook,14.0,Intel Core i7,AMD Radeon R,No OS,799.0,0,FullHD,8,512,0,1.5
Lenovo,Notebook,15.6,Intel Core i7,Nvidia Quadro,Windows,2090.0,0,FullHD,8,256,0,2.67
Asus,Notebook,15.6,Intel Pentium,Intel HD,Windows,304.0,0,HD,4,0,500,2.0
Acer,Notebook,15.6,Intel Core i3,Nvidia GeForce GTX,Windows,469.0,0,HD,4,0,500,2.2
Dell,Notebook,15.6,Intel Core i5,AMD Radeon 5,Windows,759.0,0,FullHD,8,0,2048,2.02
HP,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,1699.0,0,FullHD,12,0,1024,3.78
Lenovo,Ultrabook,14.0,Intel Core i7,Intel HD,Windows,1858.0,0,QuadHD,12,256,0,1.4
HP,2 in 1 Convertible,13.3,Intel Core i7,Intel HD,Windows,1999.0,1,UHD,8,512,0,1.29
HP,Notebook,15.6,Intel Core i5,Other,Windows,1154.0,0,FullHD,8,0,500,1.9
Other,Ultrabook,12.3,Intel Core i5,Intel HD,Other,1275.0,1,FullHD,8,128,0,1.1
Dell,Ultrabook,13.3,Intel Core i5,Intel HD,Windows,1841.85,1,FullHD,8,256,0,1.42
Asus,Notebook,15.6,Intel Core i7,Intel HD,Windows,1299.0,0,UHD,12,128,1024,2.06
Dell,Notebook,14.0,Intel Core i3,Intel HD,Windows,740.0,0,HD,8,128,0,1.79
Dell,Workstation,15.6,Intel Core i7,Nvidia Quadro,Windows,2408.0,0,FullHD,8,256,0,1.78
Lenovo,Notebook,14.0,Intel Core i5,Intel HD,Windows,1364.0,0,FullHD,8,180,0,1.7
Dell,Notebook,15.6,Intel Core i5,AMD Radeon 5,Windows,675.0,0,FullHD,8,0,1024,2.2
Toshiba,Notebook,13.3,Intel Core i5,Intel HD,Windows,1672.0,0,FullHD,8,256,0,1.05
Dell,Notebook,15.6,Intel Core i7,Nvidia GeForce,Windows,1262.0,0,FullHD,8,512,0,2.16
Dell,Notebook,15.6,Intel Core i3,Intel HD,Windows,586.6,0,HD,4,0,1024,2.18
HP,Notebook,13.3,Intel Core i5,Intel HD,Windows,726.0,0,FullHD,4,128,0,1.49
Other,Notebook,15.6,Other,Intel HD,Windows,248.9,0,FullHD,4,0,0,1.89
Lenovo,Notebook,15.6,Intel Core i3,Intel HD,Windows,565.0,0,HD,4,128,0,2.3
Lenovo,Notebook,14.0,Intel Core i5,Intel HD,Windows,1049.0,0,FullHD,8,256,0,1.75
Dell,Workstation,15.6,Intel Core i7,Nvidia Quadro,Windows,2338.0,0,FullHD,16,512,0,2.17
Dell,Notebook,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1899.0,0,FullHD,16,512,0,2.06
Lenovo,Ultrabook,12.5,Intel Core i7,Intel HD,Windows,1798.0,0,FullHD,16,512,0,1.36
Asus,Ultrabook,12.5,Intel Core i7,Intel HD,Windows,1950.0,0,FullHD,16,512,0,0.91
Lenovo,Notebook,15.6,Intel Core i5,Nvidia GeForce,Windows,1011.99,0,FullHD,8,256,0,2.3
Toshiba,Ultrabook,13.3,Intel Core i7,Intel HD,Windows,2799.0,1,FullHD,32,512,0,1.05
Asus,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1350.0,0,FullHD,8,128,1024,1.99
Acer,Notebook,15.6,AMD,AMD Radeon R,Windows,579.0,0,HD,8,0,1024,2.2
Asus,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,1269.0,1,FullHD,24,256,1024,4.33
Lenovo,Ultrabook,12.5,Intel Core i5,Intel HD,Windows,1099.0,0,HD,8,180,0,1.3
Lenovo,Notebook,15.6,Intel Core i7,Intel HD,Windows,898.9,0,FullHD,8,256,0,2.17
HP,Notebook,14.0,Intel Core i7,Intel HD,Windows,1749.0,0,FullHD,8,1024,0,1.48
Lenovo,Notebook,13.3,Intel Core i3,Intel HD,Windows,949.0,0,FullHD,8,256,0,1.4
Lenovo,Notebook,15.6,Intel Core i5,Intel HD,Windows,911.0,0,FullHD,8,256,0,2.3
Asus,Netbook,11.6,Intel Celeron,Intel HD,Windows,340.0,0,HD,4,0,0,1.2
HP,Notebook,15.6,Intel Core i5,AMD Radeon 5,Windows,618.99,0,HD,8,256,0,1.91
Lenovo,2 in 1 Convertible,13.9,Intel Core i5,Intel HD,Windows,1599.0,1,FullHD,8,256,0,1.4
